Hour,Demand,Reserves
7975,17722,1608
7976,18405,1000
7977,18589,1290
7978,18067,1688
7979,17418,1438
7980,16680,1550
7981,16028,1049
7982,15538,1526
7983,15280,868
7984,15280,1240
7985,15860,1237
7986,17212,1630
7987,17680,1518
7988,17652,1250
7989,17495,1202
7990,17091,882
7991,16501,1225
7992,15684,1113
7993,15055,930
7994,14609,1038
7995,14411,766
7996,14292,1004
7997,14410,1243
7998,14831,884
7999,15456,936
8000,16103,1094
8001,16914,1143
8002,17444,897
8003,17590,1701
8004,17393,1002
8005,16985,1690
8006,16654,1275
8007,16274,962
8008,16342,1319
8009,16799,1285
8010,17923,1057
8011,18074,1321
8012,17911,1508
8013,17636,1065
8014,17062,1543
8015,16318,843
8016,15472,1145
8017,14800,939
8018,14340,900
8019,14148,1054
8020,14082,825
8021,14179,1018
8022,14477,864
8023,15077,845
8024,15801,1134
8025,16551,1374
8026,16919,1154
8027,16909,1029
8028,16666,1014
8029,16451,903
8030,16201,1518
8031,15875,1429
8032,15688,1283
8033,16012,1025
8034,17411,1603
8035,18080,1216
8036,18094,1056
8037,17913,1151
8038,17285,1076
8039,16467,1309
8040,15619,818
8041,15097,1116
8042,14897,1053
8043,14984,878
8044,15290,1217
8045,16016,949
8046,17653,1464
8047,20093,1720
8048,21069,2007
8049,21062,1726
8050,20826,2062
8051,20251,1745
8052,19738,1344
8053,19596,1100
8054,19608,1915
8055,19564,1685
8056,19833,1384
8057,20723,1983
8058,22469,1965
8059,23326,1470
8060,23385,1747
8061,23147,1472
8062,22399,1390
8063,21252,1657
8064,20220,1800
8065,19622,1422
8066,19459,1170
8067,19521,985
8068,19867,1229
8069,20722,1766
8070,22470,1318
8071,24953,1741
8072,25716,2081
8073,24679,1713
8074,22944,1298
8075,21542,2057
8076,20469,1725
8077,19555,1603
8078,19110,1068
8079,18485,1122
8080,18772,1641
8081,19626,1080
8082,21612,1362
8083,22546,2069
8084,22678,1405
8085,22409,1645
8086,21579,1183
8087,20336,1897
8088,19121,1252
8089,18416,1093
8090,18151,1400
8091,18178,1327
8092,18453,1197
8093,19328,1601
8094,21014,1115
8095,23664,2204
8096,24557,1815
8097,23745,1859
8098,22187,1153
8099,20792,1274
8100,19681,1823
8101,18823,1419
8102,18375,1158
8103,18056,1023
8104,18099,1632
8105,18795,1120
8106,20573,1715
8107,21567,1299
8108,21755,1391
8109,21673,2076
8110,21070,1311
8111,20009,1321
8112,19038,1038
8113,18516,1820
8114,18373,1774
8115,18470,1270
8116,18752,1561
8117,19476,1198
8118,20992,1595
8119,23402,2062
8120,24134,1859
8121,23290,1613
8122,21601,1172
8123,20189,1154
8124,19206,1730
8125,18469,1579
8126,18060,1663
8127,17753,1125
8128,17780,1060
8129,18367,1376
8130,20084,1422
8131,21179,1578
8132,21656,1502
8133,21945,2158
8134,21671,1766
8135,20895,1339
8136,20165,1436
8137,19854,1068
8138,19866,1569
8139,20070,1743
8140,20413,1548
8141,21081,2014
8142,22492,1257
8143,24303,1908
8144,24719,1626
8145,23978,2029
8146,22724,1826
8147,21646,1179
8148,20706,1612
8149,20034,1086
8150,19491,1443
8151,19062,1178
8152,18953,1553
8153,19376,1662
8154,20462,1797
8155,20548,1450
8156,20264,1114
8157,20011,1828
8158,19458,1021
8159,18757,1384
8160,17705,1050
8161,17003,1578
8162,16722,1150
8163,16755,1117
8164,16992,1203
8165,17513,1600
8166,18394,1427
8167,19524,1933
8168,20448,1997
8169,20766,1250
8170,19863,1428
8171,18813,1607
8172,17896,1610
8173,17180,1666
8174,16605,1213
8175,16338,1265
8176,16419,966
8177,17120,1137
8178,18695,1342
8179,19481,1241
8180,19698,1425
8181,19832,1555
8182,19668,1809
8183,19222,1052
8184,18589,1549
8185,18159,1261
8186,18009,1098
8187,18180,1807
8188,18530,1750
8189,19077,1900
8190,19858,1398
8191,20983,1670
8192,22052,1667
8193,22434,1688
8194,21370,1262
8195,20012,1092
8196,18906,1287
8197,18245,1779
8198,17814,1704
8199,17517,1301
8200,17609,1387
8201,18335,1305
8202,20171,1950
8203,21023,2011
8204,21132,1597
8205,20974,1702
8206,20266,1292
8207,19162,1617
8208,17973,1531
8209,17179,1281
8210,16797,1606
8211,16631,1149
8212,16685,1262
8213,17194,1148
8214,18592,969
8215,20789,1994
8216,21670,1979
8217,21543,1950
8218,21439,1265
8219,21323,1958
8220,20953,1535
8221,20536,1796
8222,20160,1865
8223,19712,1695
8224,19718,1273
8225,20129,1191
8226,21391,1262
8227,21622,1110
8228,21298,1998
8229,20720,1100
8230,19625,1669
8231,18107,1771
8232,16654,1066
8233,15697,1482
8234,14962,1465
8235,14687,754
8236,14747,768
8237,15077,1070
8238,16231,856
8239,18215,1190
8240,18922,953
8241,18728,1688
8242,18639,1411
8243,18621,1138
8244,18448,1575
8245,18343,1334
8246,18298,1656
8247,18293,1031
8248,18378,940
8249,18883,1653
8250,20001,1854
8251,20304,1576
8252,20117,1182
8253,19755,1462
8254,18926,1368
8255,17692,1042
8256,16478,1111
8257,15785,1086
8258,15492,1445
8259,15494,1360
8260,15744,1136
8261,16471,1281
8262,18032,947
8263,20583,1875
8264,21926,1575
8265,21895,1764
8266,21618,1853
8267,20960,1422
8268,20426,1286
8269,20037,1514
8270,19940,1873
8271,19903,1144
8272,20076,1362
8273,20864,1634
8274,22885,1207
8275,23990,1689
8276,24371,1850
8277,24446,2218
8278,24006,2279
8279,23139,1256
8280,22299,1458
8281,21981,2045
8282,22030,1347
8283,22300,1350
8284,22753,2055
8285,23529,2030
8286,25070,1615
8287,27181,2500
8288,27705,2308
8289,26862,1803
8290,25142,1728
8291,23477,1509
8292,22092,1196
8293,20889,1390
8294,20303,2000
8295,19876,996
8296,20024,1125
8297,21089,1391
8298,23156,2203
8299,24096,1493
8300,24319,1858
8301,24201,1762
8302,23492,1744
8303,22270,1722
8304,21034,2047
8305,20312,1076
8306,20071,1834
8307,20113,1582
8308,20279,1645
8309,20853,1404
8310,22177,2107
8311,24077,2168
8312,24932,1758
8313,24877,2231
8314,24725,1602
8315,24458,1935
8316,24092,2402
8317,23659,1605
8318,23413,2011
8319,23069,1179
8320,22708,2191
8321,23095,1539
8322,23628,1369
8323,23260,2082
8324,22612,1146
8325,21931,2155
8326,21108,1368
8327,19943,1337
8328,18873,1438
8329,17729,1281
8330,17101,1136
8331,16758,1241
8332,16532,1057
8333,16693,1213
8334,17060,1454
8335,17765,960
8336,18513,1074
8337,19294,1383
8338,19709,1311
8339,19478,1264
8340,18932,1571
8341,18021,1262
8342,17573,1629
8343,17310,901
8344,17337,1279
8345,17884,1222
8346,19253,1397
8347,19674,1780
8348,19649,1509
8349,19614,1782
8350,19372,1688
8351,18909,1326
8352,18279,1104
8353,17790,1340
8354,17634,1454
8355,17747,1370
8356,18090,1484
8357,18652,1427
8358,19453,1502
8359,20583,1554
8360,21662,1143
8361,22057,1845
8362,20738,1370
8363,18998,1206
8364,17665,1739
8365,17051,1506
8366,16552,1349
8367,16222,1127
8368,16155,1026
8369,16837,1398
8370,18510,1320
8371,19575,1274
8372,19908,1334
8373,20006,1376
8374,19609,1233
8375,18761,1582
8376,17850,1654
8377,17194,1179
8378,16915,1273
8379,16878,937
8380,17114,1613
8381,17894,1637
8382,19427,1305
8383,21700,1941
8384,22367,2155
8385,21690,1983
8386,20493,1625
8387,19358,1639
8388,18578,939
8389,17910,1097
8390,17599,1063
8391,17416,955
8392,17391,1282
8393,17782,1538
8394,19176,1079
8395,19737,1950
8396,19626,1487
8397,19208,1681
8398,18332,1028
8399,17000,1549
8400,15576,1175
8401,14639,756
8402,14081,729
8403,13852,1095
8404,13781,735
8405,14185,984
8406,15340,805
8407,17309,1503
8408,18254,1599
8409,18212,932
8410,18306,1301
8411,18372,1549
8412,18374,1339
8413,18214,1434
8414,18220,1791
8415,18114,1156
8416,18109,1061
8417,18515,1010
8418,19595,1855
8419,20007,1138
8420,20028,1585
8421,19826,1111
8422,19291,1383
8423,18354,1830
8424,17467,1389
8425,16962,1001
8426,16963,1220
8427,17260,881
8428,17816,1275
8429,18817,1707
8430,20737,1978
8431,23561,2067
8432,24895,1918
8433,24550,2407
8434,23354,1642
8435,22186,1498
8436,21168,1522
8437,20216,1501
8438,19791,1690
8439,19406,1408
8440,19643,1600
8441,20635,1155
8442,22749,1610
8443,24057,1547
8444,24484,2364
8445,24640,1364
8446,24272,1926
8447,23374,1748
8448,22441,1508
8449,21972,1969
8450,21934,2066
8451,22148,2191
8452,22590,1496
8453,23520,1896
8454,25271,1962
8455,27556,2716
8456,28361,2649
8457,27738,2688
8458,26119,2047
8459,24386,1238
8460,22844,2175
8461,21472,1802
8462,20814,1106
8463,20178,1862
8464,20189,1084
8465,21110,1784
8466,23374,2164
8467,24864,1676
8468,25486,1308
8469,25889,1953
8470,25651,2297
8471,24889,1902
8472,24105,1811
8473,23719,2005
8474,23735,1200
8475,24016,1762
8476,24482,2253
8477,25364,1442
8478,26886,1693
8479,28891,2879
8480,29658,2470
8481,28970,2161
8482,26391,1964
8483,23722,1282
8484,21712,1146
8485,20082,1361
8486,19179,1374
8487,18487,1809
8488,18404,1576
8489,19126,1201
8490,20993,1091
8491,21854,1597
8492,22086,2197
8493,22298,1862
8494,22112,1286
8495,21438,1634
8496,20472,2043
8497,19688,1912
8498,19405,1433
8499,19327,1333
8500,19442,1534
8501,19733,1757
8502,20369,1831
8503,21264,2122
8504,22183,1527
8505,22978,1490
8506,23172,2141
8507,22590,1138
8508,21543,1393
8509,20320,1682
8510,19309,1212
8511,18819,1079
8512,18808,1384
8513,19381,1822
8514,20955,1845
8515,21513,1914
8516,21613,1623
8517,21660,1142
8518,21465,1833
8519,20976,1215
8520,20268,1606
8521,19782,1433
8522,19686,1824
8523,19790,1712
8524,20091,1617
8525,20556,2008
8526,21266,1614
8527,22183,2146
8528,23130,1785
8529,23718,1878
8530,23374,1350
8531,22156,2114
8532,21180,1089
8533,20474,1877
8534,19917,1045
8535,19613,1528
8536,19644,1157
8537,20108,1015
8538,21221,1113
8539,21402,1432
8540,21192,1743
8541,20907,1263
8542,20231,1634
8543,19246,1813
8544,18156,1524
8545,17309,1389
8546,16875,1223
8547,16678,1144
8548,16732,1371
8549,17128,1481
8550,17994,1455
8551,19194,1783
8552,20152,1149
8553,20603,1406
8554,20936,1968
8555,20948,1507
8556,20810,1441
8557,20453,1862
8558,20169,1286
8559,19848,1504
8560,19618,1280
8561,19716,1078
8562,20512,2001
8563,20451,1462
8564,20028,1057
8565,19495,1418
8566,18778,1634
8567,17776,1628
8568,16558,1206
8569,15631,1335
8570,15022,1230
8571,14697,1308
8572,14664,817
8573,14868,1381
8574,15539,1161
8575,16511,1454
8576,17301,1723
8577,17714,1719
8578,17395,939
8579,16817,1621
8580,16250,1260
8581,15691,912
8582,15319,1250
8583,15098,906
8584,15217,1090
8585,15372,1131
8586,16353,1242
8587,16673,837
8588,16507,906
8589,16473,1511
8590,16449,919
8591,16202,1407
8592,15770,1044
8593,15380,953
8594,15249,1187
8595,15314,1499
8596,15543,1161
8597,16029,1004
8598,16870,1435
8599,17961,1406
8600,19102,1644
8601,19755,1804
8602,18849,1513
8603,17586,1111
8604,16615,990
8605,15661,895
8606,14911,1383
8607,14445,856
8608,14305,916
8609,14596,1450
8610,15762,855
8611,16398,1482
8612,16651,964
8613,16921,1202
8614,16942,1458
8615,16674,1190
8616,16227,1089
8617,15947,1458
8618,15949,950
8619,16146,1467
8620,16558,1172
8621,17340,1154
8622,18575,1164
8623,20079,1566
8624,21146,1639
8625,21383,1796
8626,20160,1984
8627,18691,988
8628,17443,1078
8629,16665,1584
8630,16188,1194
8631,15824,895
8632,15718,1032
8633,16070,1457
8634,17434,1332
8635,18125,1272
8636,18089,1703
8637,17985,969
8638,17557,911
8639,16856,954
8640,16152,1270
8641,15580,976
8642,15378,1295
8643,15432,952
8644,15650,1214
8645,16207,1440
8646,17202,1373
8647,18544,1740
8648,19514,1069
8649,19756,1851
8650,19185,1427
8651,18323,1282
8652,17510,1153
8653,16833,1498
8654,16401,918
8655,16121,1601
8656,15976,1111
8657,16194,1493
8658,17409,1703
8659,17800,1471
8660,17532,1254
8661,17217,1215
8662,16766,1610
8663,16043,1164
8664,15183,1045
8665,14486,1104
8666,14096,1335
8667,13943,711
8668,13966,733
8669,14212,936
8670,14795,1186
8671,15616,1103
8672,16337,1409
8673,16903,1112
8674,16764,1319
8675,16410,1228
8676,15939,923
8677,15445,1043
8678,15191,1427
8679,15000,999
8680,14975,1463
8681,15202,1451
8682,16388,1507
8683,16802,1255
8684,16578,930
8685,16241,1324
8686,15712,1115
8687,15039,1421
8688,14239,924
8689,13484,705
8690,12944,1139
8691,12588,1246
8692,12465,984
8693,12501,676
8694,12688,854
8695,13203,1240
8696,13821,1312
8697,14564,1456
8698,15173,1143
8699,15296,885
8700,15308,932
8701,15392,1045
8702,15360,1235
8703,15256,1039
8704,15221,1142
8705,15565,885
8706,16711,856
8707,16945,1066
8708,16656,999
8709,16250,1278
8710,15586,1495
8711,14689,749
8712,13702,892
8713,12860,1245
8714,12356,810
8715,12098,621
8716,12021,1008
8717,12253,1097
8718,12953,703
8719,14189,1391
8720,15206,945
8721,15705,1155
8722,16237,1331
8723,16521,1099
8724,16501,1047
8725,16557,978
8726,16321,1568
8727,16229,1266
8728,16084,1188
8729,16260,1309
8730,17136,1176
8731,17787,1771
8732,17530,1184
8733,17201,1644
8734,16685,937
8735,15889,1376
8736,14967,1098
8737,14426,1259
8738,14158,1373
8739,14240,1079
8740,14471,1076
8741,15115,905
8742,16317,1110
8743,18008,1018
8744,19325,1548
8745,19663,1349
8746,19068,973
8747,18372,1107
8748,17680,1327
8749,17093,961
8750,16731,1354
8751,16472,1112
8752,16425,983
8753,16951,1509
8754,18397,1812
8755,19271,1921
8756,19025,1347
8757,18721,1226
8758,18282,1719
8759,17740,957
8760,17281,1727
